,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4761,3,0,7,7,0,5,1,2,0.8,0.8029999999999999,0.66,0.1045,252
4762,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,322
4763,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,208
4764,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,115
4765,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,109
4766,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,115
4767,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,123
4768,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,101
4769,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,133
4770,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,182
4771,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,306
4772,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,284
4773,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,250
4774,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,212
4775,3,0,7,21,0,5,1,1,0.82,0.8029999999999999,0.59,0.0896,190
4776,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,149
4777,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.19399999999999998,103
4778,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,101
4779,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,70
4780,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,61
4781,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,22
4782,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,9
4783,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,7
4784,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,25
4785,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,45
4786,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,109
4787,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,132
4788,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,198
4789,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.19399999999999998,216
4790,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,235
4791,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,245
4792,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,236
4793,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,215
4794,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,221
4795,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,197
4796,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,196
4797,3,0,7,19,0,6,0,2,0.82,0.8029999999999999,0.59,0.1343,217
4798,3,0,7,20,0,6,0,1,0.82,0.8029999999999999,0.59,0.2239,145
4799,3,0,7,21,0,6,0,1,0.82,0.8029999999999999,0.59,0.2239,154
4800,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.19399999999999998,125
4801,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,104
4802,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,119
4803,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,96
4804,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,60
4805,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,37
4806,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,6
4807,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,8
4808,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,22
4809,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,35
4810,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,104
4811,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,154
4812,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,226
4813,3,0,7,11,0,0,0,1,0.84,0.8029999999999999,0.53,0.2537,243
4814,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246
4815,3,0,7,13,0,0,0,1,0.86,0.8029999999999999,0.47,0.2239,252
4816,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,283
4817,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,238
4818,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,249
4819,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,249
4820,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,243
4821,3,0,7,19,0,0,0,1,0.86,0.8029999999999999,0.47,0.1642,240
4822,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,195
4823,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,153
4824,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,98
4825,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,50
4826,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,34
4827,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,12
4828,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,6
4829,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,4
4830,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6
4831,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,24
4832,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,107
4833,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,277
4834,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,387
4835,3,0,7,9,0,1,1,1,0.8,0.8029999999999999,0.66,0.0,135
4836,3,0,7,10,0,1,1,1,0.82,0.8029999999999999,0.59,0.0,84
4837,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.19399999999999998,107
4838,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.19399999999999998,67
4839,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,78
4840,3,0,7,14,0,1,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,90
4841,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,112
4842,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,198
4843,3,0,7,17,0,1,1,1,0.72,0.6970000000000001,0.74,0.0,485
4844,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,533
4845,3,0,7,19,0,1,1,1,0.74,0.6970000000000001,0.7,0.0896,386
4846,3,0,7,20,0,1,1,1,0.72,0.6970000000000001,0.74,0.1343,302
4847,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,194
4848,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,125
4849,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,87
4850,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,28
4851,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,12
4852,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,7
4853,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,4
4854,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,6
4855,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,27
4856,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,110
4857,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,318
4858,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.19399999999999998,424
4859,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,187
4860,3,0,7,10,0,2,1,1,0.8,0.6970000000000001,0.31,0.2239,138
4861,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,151
4862,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,147
4863,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,182
4864,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,147
4865,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,163
4866,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,254
4867,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,537
4868,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,546
4869,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,398
4870,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,290
4871,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,267
4872,3,0,7,22,0,2,1,1,0.76,0.6970000000000001,0.55,0.1343,158
4873,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,89
4874,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,45
4875,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.19399999999999998,10
4876,3,0,7,2,0,3,1,1,0.76,0.6970000000000001,0.52,0.2985,6
4877,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,4
4878,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.19399999999999998,4
4879,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,18
4880,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,123
4881,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,347
4882,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,433
4883,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,216
4884,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,114
4885,3,0,7,11,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,136
4886,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,169
4887,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,180
4888,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,127
4889,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,140
4890,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,268
4892,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,541
4893,3,0,7,19,0,3,1,1,0.8,0.6970000000000001,0.29,0.0896,375
4894,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,294
4895,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,245
4896,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,180
4897,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,109
4898,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,45
4899,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,29
4900,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,7
4901,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,5
4902,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,6
4903,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,27
4904,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,116
4905,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,305
4906,3,0,7,8,0,4,1,1,0.74,0.6970000000000001,0.66,0.1642,456
4907,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.19399999999999998,210
4908,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,116
4909,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,154
4910,3,0,7,12,0,4,1,1,0.84,0.8029999999999999,0.53,0.2537,186
4911,3,0,7,13,0,4,1,1,0.86,0.8029999999999999,0.47,0.2537,152
4912,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,138
4913,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.19399999999999998,146
4914,3,0,7,16,0,4,1,1,0.86,0.8029999999999999,0.47,0.1642,256
4915,3,0,7,17,0,4,1,1,0.84,0.8029999999999999,0.53,0.19399999999999998,468
4916,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,483
4917,3,0,7,19,0,4,1,1,0.82,0.8029999999999999,0.59,0.19399999999999998,322
4918,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.19399999999999998,270
4919,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,196
4920,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,174
4921,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.19399999999999998,123
4922,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,57
4923,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,34
4924,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,13
4925,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,11
4926,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,6
4927,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0.0,27
4928,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0.0,90
4929,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,254
4930,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0.0,384
4931,3,0,7,9,0,5,1,1,0.86,0.8029999999999999,0.47,0.2537,179
4932,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,106
4933,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,161
4934,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,135
4935,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0.0,156
4936,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,148
4937,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,169
4938,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,233
4939,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,421
4940,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,362
4941,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,241
4942,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,206
4943,3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,163
4944,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,174
4945,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,116
4946,3,0,7,0,0,6,0,1,0.76,0.6970000000000001,0.55,0.19399999999999998,133
4947,3,0,7,1,0,6,0,1,0.76,0.6970000000000001,0.55,0.0896,90
4948,3,0,7,2,0,6,0,1,0.76,0.6970000000000001,0.55,0.1045,42
4949,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,43
4950,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,10
4951,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,13
4952,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,24
4953,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.19399999999999998,42
4954,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,114
4955,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,174
4956,3,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,261
4957,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.19399999999999998,317
4958,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,341
4959,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0.0,308
4960,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0.0,305
4961,3,0,7,15,0,6,0,1,0.9,0.8029999999999999,0.31,0.1343,302
4962,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,302
4963,3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,302
4964,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.19399999999999998,299
4965,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,256
4966,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,206
4967,3,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.1642,205
4968,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,209
4969,3,0,7,23,0,6,0,1,0.76,0.6970000000000001,0.55,0.0896,177
4970,3,0,7,0,0,0,0,1,0.76,0.6970000000000001,0.55,0.0896,113
4971,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,79
4972,3,0,7,2,0,0,0,1,0.74,0.6970000000000001,0.66,0.0896,67
4973,3,0,7,3,0,0,0,1,0.74,0.6970000000000001,0.66,0.0,50
4974,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0.0,13
4975,3,0,7,5,0,0,0,1,0.72,0.6818,0.69,0.0,8
4976,3,0,7,6,0,0,0,1,0.74,0.6970000000000001,0.7,0.0,13
4977,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,45
4978,3,0,7,8,0,0,0,1,0.76,0.6970000000000001,0.55,0.2239,142
4979,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0.0,183
4980,3,0,7,10,0,0,0,1,0.84,0.7424,0.36,0.1642,254
4981,3,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,275
4982,3,0,7,12,0,0,0,1,0.9,0.7727,0.25,0.19399999999999998,338
4983,3,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,294
4984,3,0,7,14,0,0,0,1,0.9,0.7727,0.24,0.1642,326
4985,3,0,7,15,0,0,0,1,0.92,0.7727,0.18,0.2985,293
4986,3,0,7,16,0,0,0,1,0.92,0.7727,0.17,0.2836,306
4987,3,0,7,17,0,0,0,1,0.92,0.7727,0.16,0.1642,320
4988,3,0,7,18,0,0,0,1,0.86,0.7879,0.41,0.2836,304
4989,3,0,7,19,0,0,0,1,0.8,0.7576,0.55,0.3284,274
4990,3,0,7,20,0,0,0,1,0.8,0.7576,0.55,0.3284,275
4991,3,0,7,21,0,0,0,1,0.78,0.7424,0.59,0.2985,164
4992,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,96
4993,3,0,7,23,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239,70
4994,3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,29
4995,3,0,8,1,0,1,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,17
4996,3,0,8,2,0,1,1,1,0.7,0.6667,0.74,0.1045,11
4997,3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,4
4998,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,4
4999,3,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,26
5000,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,100
5001,3,0,8,7,0,1,1,1,0.74,0.6818,0.62,0.0,282
5002,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.19399999999999998,382
5003,3,0,8,9,0,1,1,1,0.82,0.7424,0.41,0.0,166
5004,3,0,8,10,0,1,1,1,0.86,0.7576,0.36,0.1642,97
5005,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,119
5006,3,0,8,12,0,1,1,1,0.9,0.8029999999999999,0.33,0.2537,168
5007,3,0,8,13,0,1,1,1,0.9,0.8029999999999999,0.31,0.2985,150
5008,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.19399999999999998,123
5009,3,0,8,15,0,1,1,1,0.9,0.7879,0.27,0.0,129
5010,3,0,8,16,0,1,1,1,0.9,0.7879,0.27,0.0,231
5011,3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,514
5012,3,0,8,18,0,1,1,1,0.78,0.6970000000000001,0.43,0.19399999999999998,543
5013,3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,413
5014,3,0,8,20,0,1,1,1,0.72,0.6818,0.62,0.2239,305
5015,3,0,8,21,0,1,1,1,0.7,0.6515,0.7,0.2537,220
5016,3,0,8,22,0,1,1,1,0.7,0.6515,0.7,0.0896,137
5017,3,0,8,23,0,1,1,1,0.68,0.6364,0.74,0.19399999999999998,96
5018,3,0,8,0,0,2,1,1,0.66,0.6212,0.74,0.0,29
5019,3,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,12
5020,3,0,8,2,0,2,1,1,0.68,0.6364,0.69,0.0,8
5021,3,0,8,3,0,2,1,1,0.66,0.6212,0.74,0.19399999999999998,5
5022,3,0,8,4,0,2,1,1,0.66,0.6212,0.74,0.1045,10
5023,3,0,8,5,0,2,1,1,0.66,0.6212,0.74,0.1343,21
5024,3,0,8,6,0,2,1,1,0.68,0.6364,0.69,0.1045,117
5025,3,0,8,7,0,2,1,1,0.72,0.6667,0.61,0.2836,335
5026,3,0,8,8,0,2,1,1,0.74,0.6818,0.58,0.2836,435
5027,3,0,8,9,0,2,1,1,0.78,0.6970000000000001,0.46,0.2985,213
5028,3,0,8,10,0,2,1,1,0.82,0.7273,0.36,0.2985,140
5029,3,0,8,11,0,2,1,1,0.84,0.7273,0.32,0.4179,128
5030,3,0,8,12,0,2,1,1,0.86,0.7424,0.3,0.2836,157
5031,3,0,8,13,0,2,1,1,0.86,0.7424,0.3,0.2239,203
5032,3,0,8,14,0,2,1,1,0.9,0.7727,0.25,0.2836,159
5033,3,0,8,15,0,2,1,1,0.9,0.7727,0.25,0.2836,168
5034,3,0,8,16,0,2,1,1,0.9,0.7727,0.25,0.2836,274
5035,3,0,8,17,0,2,1,2,0.9,0.7879,0.27,0.1343,556
5036,3,0,8,18,0,2,1,2,0.86,0.7576,0.34,0.19399999999999998,556
5037,3,0,8,19,0,2,1,2,0.86,0.7576,0.36,0.2239,454
5038,3,0,8,20,0,2,1,2,0.82,0.7576,0.46,0.2537,288
5039,3,0,8,21,0,2,1,1,0.8,0.7424,0.52,0.2239,254
5040,3,0,8,22,0,2,1,2,0.78,0.7424,0.59,0.1642,191
5041,3,0,8,23,0,2,1,2,0.8,0.7424,0.49,0.1642,132
5042,3,0,8,0,0,3,1,2,0.8,0.7424,0.49,0.1642,43
5043,3,0,8,1,0,3,1,2,0.78,0.7121,0.52,0.1642,16
5044,3,0,8,2,0,3,1,2,0.78,0.7121,0.49,0.1642,11
5045,3,0,8,3,0,3,1,2,0.76,0.6970000000000001,0.55,0.0896,4
5046,3,0,8,4,0,3,1,2,0.76,0.6970000000000001,0.52,0.1642,7
5047,3,0,8,5,0,3,1,2,0.76,0.6970000000000001,0.55,0.0896,24
5048,3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,110
5049,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,271
5050,3,0,8,8,0,3,1,2,0.74,0.6667,0.51,0.1642,437
5051,3,0,8,9,0,3,1,2,0.74,0.6818,0.55,0.19399999999999998,195
5052,3,0,8,10,0,3,1,3,0.74,0.6818,0.58,0.0896,68
5053,3,0,8,11,0,3,1,2,0.74,0.6818,0.58,0.1045,122
5054,3,0,8,12,0,3,1,3,0.76,0.6970000000000001,0.55,0.1343,161
5055,3,0,8,13,0,3,1,2,0.76,0.7121,0.58,0.2239,144
5056,3,0,8,14,0,3,1,2,0.76,0.7121,0.58,0.2239,147
5057,3,0,8,15,0,3,1,2,0.7,0.6667,0.79,0.1343,118
5058,3,0,8,16,0,3,1,3,0.68,0.6364,0.79,0.0,150
5059,3,0,8,17,0,3,1,2,0.7,0.6667,0.79,0.0,425
5060,3,0,8,18,0,3,1,3,0.7,0.6667,0.84,0.0,492
5061,3,0,8,19,0,3,1,3,0.7,0.6667,0.84,0.0,321
5062,3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,87
5063,3,0,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,88
5064,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,77
5065,3,0,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,56
5066,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,17
5067,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,17
5068,3,0,8,2,0,4,1,2,0.66,0.5909,0.94,0.0896,7
5069,3,0,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,3
5070,3,0,8,4,0,4,1,2,0.68,0.6364,0.89,0.0,7
5071,3,0,8,5,0,4,1,2,0.68,0.6364,0.89,0.0,20
5072,3,0,8,6,0,4,1,2,0.68,0.6364,0.89,0.2985,97
5073,3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,282
5074,3,0,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,398
5075,3,0,8,9,0,4,1,1,0.72,0.6970000000000001,0.74,0.3284,187
5076,3,0,8,10,0,4,1,1,0.72,0.6667,0.71,0.2985,113
5077,3,0,8,11,0,4,1,2,0.74,0.6970000000000001,0.66,0.2239,149
5078,3,0,8,12,0,4,1,2,0.76,0.7121,0.62,0.2239,205
5079,3,0,8,13,0,4,1,1,0.76,0.7121,0.58,0.0,205
5080,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,167
5081,3,0,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,165
5082,3,0,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,290
5083,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,555
5084,3,0,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,523
5085,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,366
5086,3,0,8,20,0,4,1,2,0.7,0.6667,0.74,0.19399999999999998,286
5087,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.19399999999999998,211
5088,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.19399999999999998,174
5089,3,0,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,132
5090,3,0,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,54
5091,3,0,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,19
5092,3,0,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,19
5093,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,6
5094,3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,7
5095,3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,16
5096,3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,101
5097,3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,270
5098,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,454
5099,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,226
5100,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,163
5101,3,0,8,11,0,5,1,2,0.76,0.6970000000000001,0.52,0.2537,147
5102,3,0,8,12,0,5,1,1,0.76,0.6970000000000001,0.52,0.2537,216
5103,3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,204
5104,3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,245
5105,3,0,8,15,0,5,1,1,0.76,0.6970000000000001,0.55,0.2537,210
5106,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,330
5107,3,0,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,550
5108,3,0,8,18,0,5,1,1,0.76,0.6970000000000001,0.52,0.2537,466
5109,3,0,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,372
5110,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,291
5111,3,0,8,21,0,5,1,1,0.7,0.6515,0.65,0.19399999999999998,173
